PayeeCustomerAccount,y,Sales3,Sales14,Sales27,Sales35,Sales36,Sales48,tier3,tier14,tier27,tier35,tier36,tier48,n_zeros,tier_gap,prods,State,City,pct_ret,Florfenicol_Family,Reproduction_Hormones,Total_Bios,All_Other,Panacur_Safeguard,Total_Implants,Zuprevo,Mastitis,Biologicals,Pharmaceuticals,manual_sales,enrol_batch,inh_tier,cluster
0010174616,6,16857.71,40963.23,67912.06,100119.47,126068.7,157283.9,1,2,3,4,4,4,0,0.5728447284472844,13,TX,City 5748,-0,3800.04,0,7237.530000000001,0,18898.879999999997,127347.45,0,0,0,0,0,3,5,5
0010251144,2,4671.5,6622.95,11121.4,13692.35,15931.9,19246.9,0,1,1,1,1,1,0,0.7123806190309516,5,CO,City 5229,-0,1751.6,12003.45,0,0,0,0,5491.85,0,0,0,0,3,2,5
0010214364,1,0,4010,4010,4010,6474,6474,0,0,0,0,1,1,4,0.07370368518425921,4,MT,City 10799,-0,0,0,4050,2424,0,0,0,0,0,0,0,3,3,5
0010066873,3,0,0,34482,39302.7,50390.7,52585.4,0,0,2,2,3,3,2,0.05170903418068364,8,NE,City 1160,-0,3244.2,0,572.6,0,6427.6,42341,0,0,0,0,0,3,2,5
0010204233,3,7852.14,13991.66,23385.48,27808.61,34611.59,41722.54,1,1,1,2,2,2,0,0.6689283571342854,10,WI,City 10916,-0,3366.88,14795.5,3656.7599999999998,5139,0,0,14764.4,0,0,0,1,3,3,5
0010149894,2,410.35,735.35,11999.88,16311.25,23341.01,30012.66,0,0,1,1,1,2,0,0.20051442057682306,14,FL,City 5236,-0,0,0,15761.34,3183.42,11067.9,0,0,0,0,0,0,3,2,5
0010316968,1,405.3,1239.3,3146.44,5149.75,8564.35,8716.11,0,0,0,1,1,1,0,0.185814790739537,7,KS,City 3454,-0,3197,0,5519.11,0,0,0,0,0,0,0,0,3,1,5
0010205231,1,1589.57,2530.89,3156.91,4450.57,5215.99,6049.83,0,0,0,0,1,1,0,0.05249412470623531,5,WI,City 14342,-0,0,5627.9000000000005,345.04,76.89,0,0,0,0,0,0,0,3,1,5
0010214852,1,754.9,1486,2588.4,3447.1,4152.05,5037.19,0,0,0,0,0,1,0,0.0018595929796489624,4,WI,City 7478,-0,0,4920.8,0,116.39,0,0,0,0,0,0,0,3,1,5
0010065845,1,572.2,1073.13,1073.13,2044.54,2570.37,2737.37,0,0,0,0,0,0,1,0.5475835167033406,8,FL,City 11721,-0,0,0,744.1800000000001,691.12,667.91,634.16,0,0,0,0,0,3,1,5
0010018404,2,8684.82,12562.28,14832.42,16466.24,18822.88,21361.08,1,1,1,1,1,1,0,0.8180949047452374,8,CA,City 13258,-0,1081.08,7218.8,13061.2,0,0,0,0,0,0,0,0,3,3,5
0010323160,1,0,0,3716.54,8906.36,8906.36,8906.36,0,0,0,1,1,1,4,0.19532776638831936,3,WY,City 8401,-0,0,0,8906.359999999999,0,0,0,0,0,0,0,0,3,1,2
0010278960,1,0,0,5217.73,9000.26,9000.26,9000.26,0,0,1,1,1,1,4,0.2000230011500575,4,SD,City 4232,-0,0,0,2555.43,3190.05,0,3254.7799999999997,0,0,0,0,0,27,0,4
0010238121,1,0,1355.56,1694.45,1694.45,2033.34,2711.12,0,0,0,0,0,0,2,0.5423324664932987,2,NE,City 6065,-0,0,0,0,0,2711.12,0,0,0,0,0,0,3,1,5
0010316308,0,1563.26,1672.54,1694.63,2290.67,2531.01,2531.01,0,0,0,0,0,0,1,0.5063032606521304,9,OH,City 14679,0.19183278572318066,1441.8999999999999,0,694.4200000000001,0,321.63,73.06,0,0,0,0,0,3,1,2
0010083716,1,1442.03,1442.03,5342.44,6906.04,8053.98,10581.87,0,0,1,1,1,1,1,0.27910745537276865,13,IA,City 8916,-0,0,0,2827.78,1563.6,1880.42,4310.07,0,0,0,0,0,3,3,5
0010278637,9,72646.32,234379.92,452845,689234.14,879990.96,1138390.56,3,5,6,7,8,9,0,1.3839056138390705e-9,7,AZ,City 7901,0.03491320301569405,1132130.4,0,249.42000000000002,2945.27,0,3065.4700000000003,0,0,0,0,0,3,9,5
0010017527,3,9338.92,19887.26,25752.49,26199.58,35089.8,41541.61,1,1,2,2,2,2,0,0.6616908676347054,10,TX,City 2301,0.013245138508504433,-557.61,2880.2400000000002,18717.7,0,4017.33,3577,12906.95,0,0,0,0,3,2,5
0010246345,1,689.84,743.24,2039.39,2534.54,4094.69,4856.84,0,0,0,0,0,0,0,0.9715623124624925,5,PA,City 10836,-0,1980.6000000000001,902,1974.24,0,0,0,0,0,0,0,0,3,1,5
0010432491,1,0,0,0,0,0,5430.16,0,0,0,0,0,1,5,0.02150907545377268,2,ND,City 7807,-0,0,0,5430.16,0,0,0,0,0,0,0,1,3,0,1
0010182222,1,0,0,0,5574.6,6444.26,7650.24,0,0,0,1,1,1,3,0.13251862593129654,5,CA,City 8563,-0,315.52,4665.72,0,2669,0,0,0,0,0,0,0,3,1,2
0010216967,1,2334,2334,2334,2896.41,3217.01,3217.01,0,0,0,0,0,0,3,0.6435307061412282,6,NY,City 412,-0,0,0,3217.0099999999998,0,0,0,0,0,0,0,0,3,1,2
0010247467,3,5196.8,7612.51,11363.93,14640.07,17925.69,24381.9,1,1,1,1,1,1,0,0.9691434571728588,7,NY,City 7607,-0,8010.49,6492.2,0,9879.21,0,0,0,0,0,0,0,3,3,5
0010201783,1,0,1969.16,2364.6,4254.78,4805.18,5727.68,0,0,0,0,0,1,1,0.036385819290964565,7,WI,City 3169,-0,0,3617.5,1053.82,1056.3600000000001,0,0,0,0,0,0,0,3,1,5
0010228544,1,1803.87,1803.87,1803.87,9321.63,9321.63,13886.32,0,0,0,1,1,1,3,0.4443382169108455,13,SD,City 10855,-0,0,0,13414.31,133.12,338.89,0,0,0,0,0,0,3,1,2
0010153799,1,0,0,0,0,0,6676.6,0,0,0,0,0,1,5,0.08383419170958545,7,SD,City 13004,-0,0,0,726.99,0,0,3488.77,2460.84,0,0,0,1,3,0,1
0010087580,4,0,6091,8539.29,47224.06,47543.06,48099.06,0,1,1,2,2,2,1,0.9239993599743992,8,WY,City 14354,-0,556,319,0,0,0,47224.060000000005,0,0,0,0,0,3,5,2
0010079140,3,9733.7,11355.16,16077.64,16192.16,16192.16,16664.83,1,1,1,1,1,1,1,0.5832706635331766,9,NE,City 5994,-0,0,111.95,3613.88,0,1560.1,11378.9,0,0,0,0,1,3,3,4
0010230075,3,5306.82,10910.26,17591.59,22669.13,28228.4,33101.78,1,1,1,1,2,2,0,0.3240841633665346,8,CA,City 12800,-0,0,24303,3524.06,5274.72,0,0,0,0,0,0,0,3,3,5
0010111246,1,1939.51,3667.26,5411.91,7319.06,9063.21,10288.56,0,0,1,1,1,1,0,0.26444122206110304,7,NY,City 12434,-0,906.3800000000001,7661.5,1720.68,0,0,0,0,0,0,0,0,3,1,5
0010264964,1,4145.5,6165.8,8038.71,9821.32,10834.32,12285.59,0,1,1,1,1,1,0,0.3642977148857443,11,FL,City 14095,-0,1742.9,0,1150.02,370.71,5087.57,503.8,3430.59,0,0,0,0,3,1,5
0010246042,2,947.54,2709.3,14002.52,14002.52,14332.62,14898.02,0,0,1,1,1,1,1,0.4949257462873144,9,NE,City 3405,-0,815.6300000000001,0,1214.8,0,2284.6800000000003,10582.91,0,0,0,0,0,3,2,4
0010073868,2,1937.57,3869.57,3869.57,5103.53,5545.58,13676.9,0,0,0,1,1,1,1,0.4338666933346667,8,AR,City 1286,-0,5788.2,0,3593.93,0,3619.7699999999995,675,0,0,0,0,0,3,2,5
0010157637,3,72568.3,74972.56,77713.71,80759.21,92614.12,97684.45,3,3,3,3,3,3,0,0.9537080741614832,13,NE,City 9614,-0,4793.94,0,932.8399999999999,0,6154.87,15853.48,69949.32,0,0,0,0,3,2,5
0010246822,1,3041.8,3360.8,3420.06,4339.69,8663.03,8663.03,0,0,0,0,1,1,1,0.18316065803290169,15,SD,City 10721,-0,0,151.6,7105.03,19.13,121.28,1265.99,0,0,0,0,0,3,1,6
0010139524,4,0,0,0,41.1,41.1,48719.88,0,0,0,0,0,2,4,0.9488331533261329,10,TX,City 13709,-0,99,41.1,44140.68,4439.1,0,0,0,0,0,0,1,3,4,1
0010081469,1,4072.94,5084.68,6627.43,7675.95,9715.25,10241.75,0,1,1,1,1,1,0,0.2621006050302515,12,OH,City 12862,0.1143993601245163,0,2552,7480.53,209.22,0,0,0,0,0,0,0,3,2,5
0010279939,1,0,0,0,0,0,7508.06,0,0,0,0,0,1,5,0.1254092704635232,8,OK,City 11388,-0,654.05,0,2145.18,0,2446.9900000000002,141.48,2120.36,0,0,0,1,3,2,1
0010335827,1,0,0,4803.03,4803.03,4803.03,4803.03,0,0,0,0,0,0,5,0.9607981596319264,5,SD,City 14389,-0,322.58,0,4480.45,0,0,0,0,0,0,0,0,27,0,4
0010249021,1,194.44,403.19,987.69,1572.19,3049.89,3884.89,0,0,0,0,0,0,0,0.777133426685337,4,OK,City 5885,-0,642.7,0,3242.19,0,0,0,0,0,0,0,0,3,1,5
0010432556,1,0,0,0,1995.86,3507.66,4375.71,0,0,0,0,0,0,3,0.8753170634126826,5,ID,City 8637,-0,660.2,0,2777.91,937.6,0,0,0,0,0,0,0,35,0,2
0010082107,1,0,0,0,0,0,4843.87,0,0,0,0,0,0,5,0.9689677935587118,15,IL,City 2899,-0,0,107.3,2191.97,0,750,919.6,875,0,0,0,1,3,0,1
0010213969,1,1197.49,1747.37,2683.11,4278.42,6887.9,7734.3,0,0,0,0,1,1,0,0.1367218360918046,7,CA,City 8563,-0,1081.08,3489.27,3163.95,0,0,0,0,0,0,0,0,3,1,5
0010208228,1,0,0,0,0,0,8358.99,0,0,0,0,0,1,5,0.16795789789489474,3,MI,City 8141,-0,0,8090.47,0,268.52,0,0,0,0,0,0,1,3,1,1
0010075985,4,5396.45,9780.29,15380.23,30960.16,36656.62,40358.16,1,1,1,2,2,2,0,0.6143509740389614,11,NE,City 14254,-0,1922.4900000000002,0,2800.35,0,3993.8500000000004,25688.079999999998,5953.389999999999,0,0,0,0,3,3,5
0010252645,1,718.62,4212.88,6381.38,7532.17,8816.34,12379.2,0,0,1,1,1,1,0,0.36897844892244613,6,MN,City 7412,-0,1633.99,179.9,10487.83,77.48,0,0,0,0,0,0,0,3,1,5
0010313458,1,431,2486.7,4458.7,5281.28,5472.8,5472.8,0,0,0,1,1,1,1,0.023641182059102966,10,SD,City 1990,-0,312.58,0,2996.7,0,0,1096.72,1066.8,0,0,0,0,3,1,4
0010320207,0,0,0,2584.36,2584.36,2964.91,2964.91,0,0,0,0,0,0,4,0.5931006201240248,8,TX,City 4078,-0,0,1239.0900000000001,1048.04,0,677.78,0,0,0,0,0,0,3,1,4
0010374789,1,0,0,0,0,0,4824.02,0,0,0,0,0,0,5,0.9649969993998799,4,OK,City 42,-0,0,0,2747.5,0,2076.52,0,0,0,0,0,1,3,1,1
0010291668,1,2223.4,4776.64,5348.76,7711.37,7711.37,7711.37,0,0,1,1,1,1,2,0.13557527876393818,6,NE,City 3958,-0,368.56,0,0,697.19,3095.0600000000004,3550.56,0,0,0,0,0,3,1,5
0010084280,1,1435.75,4794.47,6305.9,6305.9,7727.38,9445.4,0,0,1,1,1,1,1,0.22228111405570278,8,KS,City 4621,-0,3244.2,0,1825.1,0,2013.6,2362.5,0,0,0,0,0,3,2,5
0010228342,1,0,0,0,0,0,3595.71,0,0,0,0,0,0,5,0.7192858571714343,8,SC,City 13825,-0,0,600,1521.37,0,1474.3400000000001,0,0,0,0,0,0,48,0,1
0010051822,1,0,2519.3,3539.2,3539.2,4309.2,5254.71,0,0,0,0,0,1,2,0.012736136806840343,6,KS,City 10057,-0,0,0,810.5999999999999,0,0,4444.110000000001,0,0,0,0,0,3,2,5
0010257258,1,0,35.37,246.99,246.99,5202.68,5242.99,0,0,0,0,1,1,2,0.012150107505375258,6,SD,City 13730,-0,251.93,0,299.19,0,0,4656.5,35.37,0,0,0,0,3,1,6
0010336056,2,3549.11,3549.11,7619.57,7619.57,9100.67,16530.55,0,0,1,1,1,1,2,0.5765563278163908,8,SD,City 7912,-0,6395.6900000000005,0,7329.86,0,0,2805,0,0,0,0,0,3,1,5
0010204647,1,0,0,1115,3025,3705,3705,0,0,0,0,0,0,3,0.7411482296459292,5,TX,City 2797,-0,320,0,0,0,2150,0,1235,0,0,0,0,3,1,5
0010233230,1,0,3450,3450,3450,3450,3450,0,0,0,0,0,0,5,0.6901380276055211,1,WV,City 6354,-0,0,0,3450,0,0,0,0,0,0,0,0,3,0,3
0010220120,2,867.32,1707.52,9358.05,11468.77,11888.87,13826.95,0,0,1,1,1,1,0,0.44136956847842396,15,TX,City 4912,-0,0,0,10295.18,1123.56,1694.4499999999998,713.76,0,0,0,0,0,3,1,4
0010240284,1,2034.8,3663.7,5342.95,7136.1,8854.95,10740.5,0,0,1,1,1,1,0,0.2870393519675984,4,ID,City 6830,0.00917165440335353,0,10740.5,0,0,0,0,0,0,0,0,0,3,1,5
0010108495,2,4265.64,7112.2,10654.26,12966.13,17175.23,22053.59,0,1,1,1,1,1,0,0.8527221361068054,10,IA,City 12232,0.0034478255427388025,710.44,0,3164.3,459.62,0,17719.23,0,0,0,0,0,3,2,5
0010184152,3,6187.73,10890.91,18399.52,24470.74,30809.34,35307.38,1,1,1,1,2,2,0,0.4123116924676986,10,CA,City 14594,-0,8874.22,13428.8,11022.22,1982.1399999999999,0,0,0,0,0,0,0,3,3,5
0010263342,0,0,0,0,0,0,2272.64,0,0,0,0,0,0,5,0.45461892378475693,10,IA,City 10969,-0,0,0,1197.8,26.36,0,1048.48,0,0,0,0,1,27,0,1
0010232281,3,2510.3,6317.36,10990.03,16227.87,22056.54,27491.86,0,1,1,1,1,2,0,0.09967838713548545,5,MN,City 9276,-0,23223.96,2439.2200000000003,0,1828.68,0,0,0,0,0,0,0,3,3,5
0010476598,1,0,0,0,12005.01,12086.59,12391.75,0,0,0,1,1,1,3,0.3696059802990149,9,OK,City 215,-0,9993.630000000001,235.18,983.76,0,211.6,0,967.58,0,0,0,0,35,0,2
0010186198,1,0,0,5317.52,5258.7,5258.7,7481.68,0,0,1,1,1,1,3,0.12409020451022552,8,FL,City 14028,0.007800543730521849,0,0,4379.360000000001,0,691.78,2410.54,0,0,0,0,0,3,1,4
0010417194,0,0,0,0,2283.16,2283.16,4898.27,0,0,0,0,0,0,4,0.9798499699939989,7,MT,City 11017,-0,0,3359.5,1203.76,0,0,335.01,0,0,0,0,0,3,1,2
0010004400,4,11411.94,20273.26,28138.75,39018.1,49625.87,60212.6,1,1,2,2,2,3,0,0.2042560851217024,10,TX,City 254,7.011883690690459e-4,2424.76,39209.9,6296.53,9849.24,0,0,1412.67,0,1019.5,0,0,3,4,5
0010083343,4,4479.64,8577.32,17639.26,24742.14,42361.26,45538.32,0,1,1,1,2,2,0,0.8215656626265051,7,SD,City 13283,0.062309119122845744,0,0,35745.66,0,0,9792.66,0,0,0,0,0,3,4,5
0010154386,1,0,0,0,4334.5,6029.5,6257,0,0,0,0,1,1,3,0.06285314265713286,6,MT,City 4987,-0,0,0,6257,0,0,0,0,0,0,0,0,27,0,2
0010247944,1,954.45,1746.85,1746.85,1746.85,4375.15,4375.15,0,0,0,0,0,0,3,0.8752050410082016,6,IA,City 10671,-0,189.1,0,0,0,942.9499999999999,3243.1,0,0,0,0,0,3,1,6
0010195315,1,952.54,4596.64,7516.21,7516.21,7516.21,7516.21,0,0,1,1,1,1,3,0.12581679083954198,4,NC,City 1284,-0,4929.5,0,0,0,0,634,1952.71,0,0,0,0,3,1,4
0010054546,1,1712.55,1712.55,3377.84,8061.84,8279.64,9709.55,0,0,0,1,1,1,1,0.23548927446372314,13,MT,City 14600,0.02193938966592293,0,1647.71,5364,213.29,0,1341.5,1143.05,0,0,0,0,3,1,2
0010295729,3,0,0,5516.3,5516.3,12756.05,22143.6,0,0,1,1,1,1,3,0.8572228611430571,7,IA,City 11294,-0,0,842,5567.4,0,0,5633.95,10100.25,0,0,0,0,3,2,5
0010051378,1,0,0,0,75,75,3167.74,0,0,0,0,0,0,4,0.6336747349469893,7,MI,City 5598,-0,0,724.36,1523.6,769.78,0,0,0,0,150,0,1,3,1,1
0010203342,2,4230.24,9151.35,9151.35,9151.35,10711.7,13402.17,0,1,1,1,1,1,2,0.42012950647532377,8,TN,City 12509,-0,7175.88,0,4148.83,0,0,1176.7,900.76,0,0,0,0,3,2,1
0010345028,1,0,0,0,0,0,2968.5,0,0,0,0,0,0,5,0.5938187637527506,5,SC,City 12674,-0,0,0,1621.5,0,1347,0,0,0,0,0,0,48,0,1
0010405426,1,0,10.56,1436.54,2627.93,2627.93,7097.28,0,0,0,0,0,1,2,0.10486924346217309,8,IA,City 10134,-0,300.39,0,327.9,496.38,0,5972.61,0,0,0,0,0,3,1,5
0010188826,1,2205.87,2725.33,3476.43,4347.53,4848.69,6431.62,0,0,0,0,0,1,0,0.07158457922896144,9,MI,City 11604,-0,0,3949.81,1778.72,331.27,0,0,371.82,0,0,0,0,3,1,5
0010382674,1,0,0,0,620.16,620.16,2828.11,0,0,0,0,0,0,4,0.5657351470294059,7,KS,City 8638,-0,1071.91,0,1681.32,74.88,0,0,0,0,0,0,0,35,0,1
0010133025,3,5033,10943.86,17830.02,21269.62,27785.19,33317.09,1,1,1,1,2,2,0,0.33269690787631523,9,CA,City 2342,-0,695,17161.12,15460.97,0,0,0,0,0,0,0,0,3,3,5
0010053237,4,11972.98,24116.87,43766.51,53552.91,53552.91,54195.61,1,1,2,3,3,3,1,0.08391387827756557,7,KS,City 7826,0.016791013975579246,10170.88,1679.1000000000001,0,0,0,42345.63,0,0,0,0,0,3,4,4
0010376667,1,0,281.75,3345.41,3345.41,3631.67,3631.67,0,0,0,0,0,0,3,0.7264792958591718,6,NE,City 9437,-0,0,0,1212.01,0,748.86,1670.8,0,0,0,0,0,3,1,4
0010291258,1,0,0,0,11883.38,11883.38,11883.38,0,0,0,1,1,1,5,0.34418620931046556,1,SD,City 10803,-0,0,0,0,0,0,11883.380000000001,0,0,0,0,0,3,1,2
0010052928,1,1618.56,2889.36,4329.31,5660.69,7570.06,8532.31,0,0,0,1,1,1,0,0.1766243312165608,6,FL,City 7534,-0,0,6008.549999999999,1016.77,0,1506.99,0,0,0,0,0,0,3,1,5
0010129020,2,5109.9,7049.19,7591.19,7715.9,7965.32,8131.6,1,1,1,1,1,1,0,0.1565878293914696,6,AR,City 8814,-0,4534.7,0,1352.01,0,338.89,0,1906,0,0,0,0,3,2,3
0010291652,1,0,0,0,0,0,9193.78,0,0,0,0,0,1,5,0.20969948497424865,4,MN,City 12570,-0,422.31,0,0,0,0,8198.8,572.67,0,0,0,1,27,0,1
0010052568,1,703.86,5319.68,6319.28,7674.84,7674.84,10165.1,0,1,1,1,1,1,1,0.2582679133956698,5,SD,City 252,0.02469095528494287,0,0,283.06,0,5422.24,4459.8,0,0,0,0,0,3,1,5
0010151581,1,1348.23,1902.97,3448.35,4084.6,4890.1,5857.17,0,0,0,0,0,1,0,0.04286064303215161,13,IN,City 14533,-0,0,909.5,3365.1,223.64000000000001,1257.92,101.01,0,0,0,0,0,3,1,5
0010298191,1,0,0,0,8248.9,8248.9,8248.9,0,0,0,1,1,1,5,0.1624531226561328,3,WY,City 13320,-0,0,0,8248.9,0,0,0,0,0,0,0,0,3,1,2
0010227851,1,0,0,439.18,439.18,859.64,3825.42,0,0,0,0,0,0,3,0.765237047409482,8,SD,City 12837,-0,0,1629.56,994.77,0,0,0,1201.09,0,0,0,0,3,1,1
0010015709,1,779.12,1415.79,3242.47,4876.07,7629.23,7691.41,0,0,0,0,1,1,0,0.13457722886144308,7,TX,City 932,-0,619.78,0,2707.49,4364.14,0,0,0,0,0,0,0,3,1,5
0010013985,1,1790.05,2228.39,3707.83,4309.07,5051.57,5940.1,0,0,0,0,1,1,0,0.047007350367518394,9,MI,City 62,0.030399879863017724,1402.54,2099.0499999999997,2026,0,0,0,412.51,0,0,0,0,3,1,5
0010410873,3,0,0,0,0,0,21457.54,0,0,0,0,0,1,5,0.8229181459072954,9,NE,City 7321,-0,3746.89,0,44.28,0,0,8047.62,9618.75,0,0,0,1,3,3,1
0010305119,2,7539.37,8160.78,9142.82,9972.42,11947.04,18407.06,1,1,1,1,1,1,0,0.6703865193259664,13,MN,City 7663,-0,2335.35,0,2717.5,0,3000.32,2362.1,7991.79,0,0,0,1,3,2,5
0010243598,8,38170.7,56498.9,181783.86,244536.19,248836.89,395990.57,2,3,4,5,5,6,0,0.4799552497762489,24,UT,City 4066,-0,38046,35802,125549.35,22481.16,0,62922.1,96084.95999999999,0,15105,0,0,3,4,5
0010380191,2,768.86,3050.94,3050.94,3050.94,3050.94,3050.94,0,0,0,0,0,0,4,0.6103100620124025,4,NY,City 1774,-0,0,2469.1800000000003,581.76,0,0,0,0,0,0,0,0,3,1,3
0010130256,2,136.64,3744.62,3744.62,3744.62,5297.9,15076.2,0,0,0,0,1,1,2,0.503835191759588,8,IN,City 12521,-0,8692.08,0,6267.72,116.4,0,0,0,0,0,0,0,3,1,1
0010317190,1,185,1533.15,2985.31,3266.32,4598.66,7382.56,0,0,0,0,0,1,0,0.11913395669783491,11,SD,City 7733,-0,0,496.06,4102.6,0,0,2783.9,0,0,0,0,0,3,1,5
0010087954,1,15414.02,17342.12,17342.12,17342.12,17342.12,17342.12,1,1,1,1,1,1,4,0.6171368568428421,6,NE,City 760,-0,2552.08,0,0,0,0,12884.96,1905.08,0,0,0,0,3,3,3
0010031910,4,12602.65,22564.53,32294.63,44360.42,53128.21,63126.02,1,1,2,2,3,3,0,0.2625256505130102,7,TX,City 252,-0,0,42286.35,20839.67,0,0,0,0,0,0,0,0,3,4,5
0010030378,1,1120.69,1120.69,3521.6,4570.7,6819.2,7821.2,0,0,0,0,1,1,1,0.14106705335266762,7,TX,City 3607,-0,0,0,5353.73,145.10000000000002,0,1322.2,1000.17,0,0,0,0,3,1,5
0010024731,6,30294.5,57086.51,105428.29,123756.29,138058.25,164533.56,2,3,4,4,4,4,0,0.6453420534205342,11,KS,City 3407,0.02103220944376162,110038.55,0,459.82,549.78,37767.41,15718,0,0,0,0,0,3,6,5
0010405223,0,0,0,0,0,2583.18,2583.18,0,0,0,0,0,0,5,0.516739347869574,1,CA,City 3398,-0,0,0,0,0,0,2583.1800000000003,0,0,0,0,0,3,1,6
0010188848,1,372.23,1340.75,1733.84,2171.6,3400.25,3848.21,0,0,0,0,0,0,0,0.7697959591918384,10,MI,City 11740,-0,0,1721.8600000000001,1917.07,209.28000000000003,0,0,0,0,0,0,0,3,1,5
0010025664,3,4468.41,5008.81,10617.95,13399.38,14624.6,18238.68,0,1,1,1,1,1,0,0.6619670983549177,8,CO,City 11327,-0,0,0,5755.88,0,0,12482.8,0,0,0,0,0,3,2,5
0010042500,2,0,0,1522.75,1522.75,3822.63,3822.63,0,0,0,0,0,0,4,0.7646789357871574,4,MO,City 10965,-0,1622.1,0,0,0,677.78,1522.75,0,0,0,0,0,3,3,5
0010087207,1,1176.95,1795.18,1998.58,3678.56,4264.96,4907.66,0,0,0,0,0,0,0,0.9817283456691338,11,MO,City 8445,-0,1826.75,0,717.66,0,582.48,780.5999999999999,1000.17,0,0,0,0,3,1,5
0010288255,1,873,2926.05,4574.55,7330.8,7567.98,8170.48,0,0,0,1,1,1,0,0.15853192659632978,8,SD,City 10803,-0,0,0,451.8,0,3611,4107.68,0,0,0,0,0,3,1,5
0010189681,1,66.71,678.89,3024.53,3024.53,3024.53,3024.53,0,0,0,0,0,0,3,0.6050270054010801,4,MN,City 1794,-0,0,0,612.18,66.71,0,2345.64,0,0,0,0,0,3,1,4
0010084096,1,56.44,294.54,2294.88,2562.61,2771.08,4364.91,0,0,0,0,0,0,0,0.8731566313262652,4,KS,City 7512,-0,0,359.8,1004.6,0,0,0,3000.5099999999998,0,0,0,0,3,1,5
0010202055,1,963.7,1927.4,2614.28,3062.82,3577.98,4408.44,0,0,0,0,0,0,0,0.881864372874575,3,WI,City 3916,-0,0,4408.4400000000005,0,0,0,0,0,0,0,0,0,3,1,5
0010263198,1,343.71,906.94,1933.02,1933.02,1933.02,5581.52,0,0,0,0,0,1,2,0.029077453872693657,11,KS,City 5295,-0,0,0,1099.66,349.14,338.89,793.32,3000.51,0,0,0,0,3,1,5
0010201843,2,2950.64,6162.92,24226.4,25799.5,32680.44,38984.4,0,1,1,2,2,2,0,0.5593983759350375,12,WI,City 3211,-0,1325.6100000000001,12182.61,8000.55,10080.96,0,0,2050.35,5344.32,0,0,0,3,2,5
0010429639,3,4342.95,6649.28,12213.53,17050.84,21208.94,26614.41,0,1,1,1,1,2,0,0.06457898315932636,9,ID,City 5073,0.060657825866135745,9039.73,3165.9500000000003,14408.73,0,0,0,0,0,0,0,0,3,2,5
0010241773,1,0,0,0,3098.48,3098.48,3098.48,0,0,0,0,0,0,5,0.6198199639927986,3,SD,City 3572,-0,0,0,3098.48,0,0,0,0,0,0,0,0,3,1,2
0010265550,3,0,9274.38,19531.48,22363.64,22363.64,25409.14,0,1,1,1,1,2,2,0.016366254650185985,4,NE,City 10465,-0,0,0,6647.04,0,0,18762.1,0,0,0,0,0,3,2,5
0010160720,4,1013.92,3016.37,18027.71,22171.43,24274.9,30399.82,0,0,1,1,1,2,0,0.2160014400576023,18,WI,City 6377,-0,5141.6,13752.75,8110.93,39.27,3030.27,0,0,0,325,0,0,3,5,5
0010222869,1,2208.56,3588.61,5364.81,6380.51,7316.21,8593.61,0,0,1,1,1,1,0,0.17968948447422375,8,NY,City 3778,-0,875.49,6727.6,990.52,0,0,0,0,0,0,0,0,3,1,5
0010237476,1,1362.14,1362.14,4276.73,5848.39,10248.65,11113.06,0,0,0,1,1,1,1,0.3056682834141707,7,NE,City 14254,-0,321.35,0,0,0,667.91,10123.8,0,0,0,0,0,3,1,5
0010257146,1,2020.15,4229.77,6210.09,7739.22,9903.79,11829.8,0,0,1,1,1,1,0,0.3415070753537677,6,CO,City 6643,-0,849.44,5155.25,2536.27,3288.84,0,0,0,0,0,0,0,3,1,5
0010201829,1,555.05,952.5,1132.4,1709.75,2144.85,2797.5,0,0,0,0,0,0,0,0.5596119223844769,3,WI,City 3178,-0,0,2797.5,0,0,0,0,0,0,0,0,0,3,1,5
0010142510,3,2303.2,7569.18,11718.54,17721.18,20893.26,27588.1,0,1,1,1,1,2,0,0.10352814112564497,11,OH,City 9073,-0,2363,15356.8,4364.32,5503.98,0,0,0,0,0,0,0,3,2,5
0010380792,1,1535.96,1760.84,1760.84,2309.64,2510.58,2510.58,0,0,0,0,0,0,2,0.5022164432886577,9,IL,City 8814,-0,0,200.94,1357.1,0,0,0,952.54,0,0,0,0,3,1,5
0010063501,1,0,1578.96,6023.97,9423.57,15264.47,15406.6,0,0,1,1,1,1,1,0.52035601780089,11,NE,City 7321,-0,825.99,0,4694.46,17.01,142.13,7763.35,1963.66,0,0,0,0,3,1,5
0010066731,2,0,3562.33,6150.91,11463.12,23053.05,29550.89,0,0,1,1,1,2,1,0.18204288171526858,5,NC,City 13539,0.06745814101880364,948.21,13849.88,0,14752.800000000001,0,0,0,0,0,0,0,3,2,5
0010401502,2,0,0,2512.18,2644.4,2644.4,2644.4,0,0,0,0,0,0,4,0.528985797159432,2,TX,City 3083,-0,0,0,0,0,0,2644.4,0,0,0,0,0,3,3,4
0010312256,1,2506.55,4284.74,9279.17,9418.17,11562.77,13340.01,0,0,1,1,1,1,0,0.4170213510675534,5,CA,City 5480,-0,1119.0900000000001,12220.92,0,0,0,0,0,0,0,0,0,3,2,5
